50
80	46.5462
14	32.2645
69	24.8217
13	17.9615
30	15.8475
44	14.1464
89	12.597
84	12.1498
81	10.708
76	10.3243
53	9.59131
66	8.01092
57	6.87277
39	6.27185
12	5.47825
22	5.58628
2	5.17958
75	5.04102
77	4.6691
71	4.61424
88	4.30197
4	4.1985
82	3.91108
35	3.47004
60	3.31242
36	3.10628
18	3.07291
51	2.78365
70	2.61959
52	2.55866
21	2.43472
46	2.3681
33	2.28316
74	2.28718
26	2.20633
45	2.18729
9	2.09426
42	2.02417
87	1.91276
72	1.81697
40	1.77555
98	1.56551
90	1.67563
95	1.56603
15	1.55465
11	1.44691
20	1.4447
5	1.43782
8	1.3738
85	1.37113
